case_id,case_title,source_batch,bucket,candidate_id,title,url,doi,source_type,year,venue,authors,abstract_snippet,consistency_status,axis_task,axis_object,axis_method,axis_scenario,evidence_has_title,evidence_has_abstract,evidence_has_url,evidence_title_abstract_consistent,decision_reason,role_in_paper_groups
ENG-THESIS-024,基于深度学习的无监督三维点云配准算法研究,r1,parallel,c-7ad54da6,jundaozhilian/DeepVCP-PyTorch,https://github.com/jundaozhilian/DeepVCP-PyTorch,,,,,,,proxy,missing,missing,proxy,missing,True,False,True,True,1/4 axes proxy-match — adjacent topic,parallel
ENG-THESIS-024,基于深度学习的无监督三维点云配准算法研究,r1,parallel,c-810a25a3,An efficient point cloud registration method based on deep learning framework,https://doi.org/10.1016/j.geomat.2025.100072,,,2025,Geomatica,,,aligned,direct,proxy,proxy,missing,True,False,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-024,基于深度学习的无监督三维点云配准算法研究,r1,parallel,c-89fd7b7e,Improving Deep Learning Point Cloud Registration with Semantic Labels,https://doi.org/10.1109/isctis58954.2023.10213117,,,2023,2023 3rd International Symposium on Computer Technology and Information Science (ISCTIS),,,aligned,direct,proxy,proxy,missing,True,False,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-024,基于深度学习的无监督三维点云配准算法研究,r1,parallel,c-ba5c109c,Geometry-to-Image Synthesis-Driven Generative Point Cloud Registration,http://arxiv.org/abs/2512.09407v2,,,2025,,,"In this paper, we propose a novel 3D registration paradigm, Generative Point Cloud Registration, which bridges advanced 2D generative models with 3D matching tasks to enhance registration performance. Our key idea is to generate cross-view consistent image pairs that are well-aligned with the source",aligned,direct,direct,proxy,missing,True,True,True,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-024,基于深度学习的无监督三维点云配准算法研究,r1,parallel,c-c61d07ac,Deep Models with Fusion Strategies for MVP Point Cloud Registration,http://arxiv.org/abs/2110.09129v1,,,2021,,,"The main goal of point cloud registration in Multi-View Partial (MVP) Challenge 2021 is to estimate a rigid transformation to align a point cloud pair. The pairs in this competition have the characteristics of low overlap, non-uniform density, unrestricted rotations and ambiguity, which pose a huge ",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,core,c-a00e5114,Improving the Detection of Small Oriented Objects in Aerial Images,http://arxiv.org/abs/2401.06503v1,,,2024,,,Small oriented objects that represent tiny pixel-area in large-scale aerial images are difficult to detect due to their size and orientation. Existing oriented aerial detectors have shown promising results but are mainly focused on orientation modeling with less regard to the size of the objects. In,aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,core,c-befd471c,DOTA,,,,,,,,off_topic,missing,missing,missing,missing,True,False,False,True,no axis token matches the topic atoms,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,core,c-dc50530c,HIC-YOLOv5: Improved YOLOv5 For Small Object Detection,http://arxiv.org/abs/2309.16393v2,,,2023,,,"Small object detection has been a challenging problem in the field of object detection. There has been some works that proposes improvements for this task, such as adding several attention blocks or changing the whole structure of feature fusion networks. However, the computation cost of these model",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,core,c-fbafaa77,Oriented object detection in optical remote sensing images using deep learning: a survey,http://arxiv.org/abs/2302.10473v6,,,2023,,,"Oriented object detection is a fundamental yet challenging task in remote sensing (RS), aiming to locate and classify objects with arbitrary orientations. Recent advancements in deep learning have significantly enhanced the capabilities of oriented object detection methods. Given the rapid developme",aligned,direct,direct,proxy,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,core,c-fc6212df,Oriented Object Detection in Remote Sensing Image Based on YOLOV5,https://doi.org/10.1109/icsps58776.2022.00079,,,2022,2022 14th International Conference on Signal Processing Systems (ICSPS),,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,baseline,c-a00e5114,Improving the Detection of Small Oriented Objects in Aerial Images,http://arxiv.org/abs/2401.06503v1,,,2024,,,Small oriented objects that represent tiny pixel-area in large-scale aerial images are difficult to detect due to their size and orientation. Existing oriented aerial detectors have shown promising results but are mainly focused on orientation modeling with less regard to the size of the objects. In,aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,baseline,c-dc50530c,HIC-YOLOv5: Improved YOLOv5 For Small Object Detection,http://arxiv.org/abs/2309.16393v2,,,2023,,,"Small object detection has been a challenging problem in the field of object detection. There has been some works that proposes improvements for this task, such as adding several attention blocks or changing the whole structure of feature fusion networks. However, the computation cost of these model",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,baseline,c-fc6212df,Oriented Object Detection in Remote Sensing Image Based on YOLOV5,https://doi.org/10.1109/icsps58776.2022.00079,,,2022,2022 14th International Conference on Signal Processing Systems (ICSPS),,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,parallel,c-98fe1464,phamminhhanhuet/resnet-orient-detection,https://github.com/phamminhhanhuet/resnet-orient-detection,,,,,,,proxy,proxy,missing,missing,missing,True,False,True,True,1/4 axes proxy-match — adjacent topic,parallel
ENG-THESIS-027,基于YOLOv5模型的遥感影像飞机目标检测,r1,parallel,c-d9b3b1bc,Object Detection Of Flexible Object With Arbitrary-Oriented Based On Rotation Adaptive YOLOv5,https://doi.org/10.1109/cac53003.2021.9727663,,,2021,2021 China Automation Congress (CAC),,,aligned,proxy,missing,direct,missing,True,False,True,True,1 direct + 1 proxy axis — strong topical fit,parallel
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,batch2,baseline,c-5a5ddeb3,YOLOv5s-GTB: light-weighted and improved YOLOv5s for bridge crack detection,http://arxiv.org/abs/2206.01498v1,,,2022,,,"In response to the situation that the conventional bridge crack manual detection method has a large amount of human and material resources wasted, this study is aimed to propose a light-weighted, high-precision, deep learning-based bridge apparent crack recognition model that can be deployed in mobi",aligned,proxy,missing,direct,missing,True,True,True,True,1 direct + 1 proxy axis — strong topical fit,baseline
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,batch2,baseline,c-87a331f5,HIC-YOLOv5: Improved YOLOv5 For Small Object Detection,http://arxiv.org/abs/2309.16393v2,,,2023,,,"Small object detection has been a challenging problem in the field of object detection. There has been some works that proposes improvements for this task, such as adding several attention blocks or changing the whole structure of feature fusion networks. However, the computation cost of these model",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,baseline
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,batch2,baseline,c-8ff35640,Model Compression Methods for YOLOv5: A Review,http://arxiv.org/abs/2307.11904v1,,,2023,,,"Over the past few years, extensive research has been devoted to enhancing YOLO object detectors. Since its introduction, eight major versions of YOLO have been introduced with the purpose of improving its accuracy and efficiency. While the evident merits of YOLO have yielded to its extensive use in ",aligned,proxy,missing,direct,missing,True,True,True,True,1 direct + 1 proxy axis — strong topical fit,baseline
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,batch2,baseline,c-a8b30f2b,UTD-Yolov5: A Real-time Underwater Targets Detection Method based on Attention Improved YOLOv5,http://arxiv.org/abs/2207.00837v1,,,2022,,,"As the treasure house of nature, the ocean contains abundant resources. But the coral reefs, which are crucial to the sustainable development of marine life, are facing a huge crisis because of the existence of COTS and other organisms. The protection of society through manual labor is limited and i",aligned,proxy,proxy,direct,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,baseline
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,batch2,parallel,c-03ca4b06,Oriented object detection in optical remote sensing images using deep learning: a survey,http://arxiv.org/abs/2302.10473v6,,,2023,,,"Oriented object detection is a fundamental yet challenging task in remote sensing (RS), aiming to locate and classify objects with arbitrary orientations. Recent advancements in deep learning have significantly enhanced the capabilities of oriented object detection methods. Given the rapid developme",proxy,proxy,proxy,proxy,missing,True,True,True,True,3/4 axes proxy-match — adjacent topic,parallel
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,batch2,parallel,c-f8fe4b77,Fire Detection From Image and Video Using YOLOv5,http://arxiv.org/abs/2310.06351v1,,,2023,,,"For the detection of fire-like targets in indoor, outdoor and forest fire images, as well as fire detection under different natural lights, an improved YOLOv5 fire detection deep learning algorithm is proposed. The YOLOv5 detection model expands the feature extraction network from three dimensions, ",aligned,proxy,proxy,direct,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,batch2,baseline,c-086a457a,Yonatan-Estifanos-github/SurfaceDefectNet-Deep-Learning-for-Surface-Defect-Detection,https://github.com/Yonatan-Estifanos-github/SurfaceDefectNet-Deep-Learning-for-Surface-Defect-Detection,,,,,,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,baseline
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,batch2,baseline,c-53ff3c66,TransferD2: Automated Defect Detection Approach in Smart Manufacturing using Transfer Learning Techniques,http://arxiv.org/abs/2302.13317v1,,,2023,,,"Quality assurance is crucial in the smart manufacturing industry as it identifies the presence of defects in finished products before they are shipped out. Modern machine learning techniques can be leveraged to provide rapid and accurate detection of these imperfections. We, therefore, propose a tra",aligned,proxy,proxy,direct,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,baseline
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,batch2,baseline,c-88238e69,DeepInspect: An AI-Powered Defect Detection for Manufacturing Industries,http://arxiv.org/abs/2311.03725v2,,,2023,,,"Utilizing Convolutional Neural Networks (CNNs), Recurrent Neural Networks (RNNs), and Generative Adversarial Networks (GANs), our system introduces an innovative approach to defect detection in manufacturing. This technology excels in precisely identifying faults by extracting intricate details from",aligned,proxy,proxy,direct,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,baseline
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,batch2,parallel,c-79c36d06,A New Benchmark Dataset for Texture Image Analysis and Surface Defect Detection,http://arxiv.org/abs/1906.11561v1,,,2019,,,"Texture analysis plays an important role in many image processing applications to describe the image content or objects. On the other hand, visual surface defect detection is a highly research field in the computer vision. Surface defect refers to abnormalities in the texture of the surface. So, in ",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-04041be4,Based on the Improved YOLOv5 Lung Nodule Detection Method,https://doi.org/10.12677/sea.2023.122026,,,2023,Software Engineering and Applications,,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-16c5b4a5,Lung Nodule Detection Algorithm Based on Improved YOLOv5 Network Modeling,https://doi.org/10.1109/iceict61637.2024.10671019,,,2024,2024 IEEE 7th International Conference on Electronic Information and Communication Technology (ICEICT),,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-2fd1ed5a,Identification of lung nodules CT scan using YOLOv5 based on convolution neural network,http://arxiv.org/abs/2301.02166v1,,,2022,,,"Purpose: The lung nodules localization in CT scan images is the most difficult task due to the complexity of the arbitrariness of shape, size, and texture of lung nodules. This is a challenge to be faced when coming to developing different solutions to improve detection systems. the deep learning ap",aligned,proxy,direct,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-5dba436f,LUNA16,,,,,,,,off_topic,missing,missing,missing,missing,True,False,False,True,no axis token matches the topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-ae8e7a91,An improved YOLOv5 network for lung nodule detection,https://doi.org/10.1109/eiecs53707.2021.9588065,,,2021,2021 International Conference on Electronic Information Engineering and Computer Science (EIECS),,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-bbdbbb1b,A Model for Lung Nodule Detection using a Hybrid Approach by Combining YOLOv5 and ResNet101 Pretrained Artificial Intell,https://doi.org/10.5829/ije.2026.39.09c.15,,,2026,International Journal of Engineering,,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-e38c6c41,LIDC-IDRI,,,,,,,,proxy,missing,proxy,missing,missing,True,False,False,True,1/4 axes proxy-match — adjacent topic,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-04041be4,Based on the Improved YOLOv5 Lung Nodule Detection Method,https://doi.org/10.12677/sea.2023.122026,,,2023,Software Engineering and Applications,,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-16c5b4a5,Lung Nodule Detection Algorithm Based on Improved YOLOv5 Network Modeling,https://doi.org/10.1109/iceict61637.2024.10671019,,,2024,2024 IEEE 7th International Conference on Electronic Information and Communication Technology (ICEICT),,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-2fd1ed5a,Identification of lung nodules CT scan using YOLOv5 based on convolution neural network,http://arxiv.org/abs/2301.02166v1,,,2022,,,"Purpose: The lung nodules localization in CT scan images is the most difficult task due to the complexity of the arbitrariness of shape, size, and texture of lung nodules. This is a challenge to be faced when coming to developing different solutions to improve detection systems. the deep learning ap",aligned,proxy,direct,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-ae8e7a91,An improved YOLOv5 network for lung nodule detection,https://doi.org/10.1109/eiecs53707.2021.9588065,,,2021,2021 International Conference on Electronic Information Engineering and Computer Science (EIECS),,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-bbdbbb1b,A Model for Lung Nodule Detection using a Hybrid Approach by Combining YOLOv5 and ResNet101 Pretrained Artificial Intelligence Models,https://doi.org/10.5829/ije.2026.39.09c.15,,,2026,International Journal of Engineering,,,aligned,direct,proxy,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-003c3d83,Effective lung nodule detection using deep CNN with dual attention mechanisms,,,,,,,,aligned,direct,proxy,direct,missing,True,False,False,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-5528fca9,Integrating Feature and Image Pyramid: A Lung Nodule Detector Learned in Curriculum Fashion,http://arxiv.org/abs/1807.08135v2,,,2018,,,"Lung nodules suffer large variation in size and appearance in CT images. Nodules less than 10mm can easily lose information after down-sampling in convolutional neural networks, which results in low sensitivity. In this paper, a combination of 3D image and feature pyramid is exploited to integrate l",proxy,proxy,proxy,missing,missing,True,True,True,True,2/4 axes proxy-match — adjacent topic,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-57796f15,YOLOv8-Based Framework for Accurate Lung CT Nodule Images Detection,https://doi.org/10.5220/0012972700004508,,,2024,"Proceedings of the 1st International Conference on Engineering Management, Information Technology and Intelligence",,,aligned,proxy,proxy,direct,missing,True,False,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-874f81a2,Lung Nodule-SSM: Self-Supervised Lung Nodule Detection and Classification in Thoracic CT Images,http://arxiv.org/abs/2505.15120v1,,,2025,,,"Lung cancer remains among the deadliest types of cancer in recent decades, and early lung nodule detection is crucial for improving patient outcomes. The limited availability of annotated medical imaging data remains a bottleneck in developing accurate computer-aided diagnosis (CAD) systems. Self-su",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-949b9f3d,MANet: Multi-branch attention auxiliary learning for lung nodule detection and segmentation,,,,,,,,aligned,direct,proxy,proxy,missing,True,False,False,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-9ebd7cc5,Lung Nodules Detection and Segmentation Using 3D Mask-RCNN,http://arxiv.org/abs/1907.07676v1,,,2019,,,Accurate assessment of Lung nodules is a time consuming and error prone ingredient of the radiologist interpretation work. Automating 3D volume detection and segmentation can improve workflow as well as patient care. Previous works have focused either on detecting lung nodules from a full CT scan or,aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-acbf18e3,Deep Learning Reconstruction Shows Better Lung Nodule Detection for Ultra-Low-Dose Chest CT.,,,,,,,,aligned,direct,proxy,direct,missing,True,False,False,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-e97ef687,Improved Focus on Hard Samples for Lung Nodule Detection,http://arxiv.org/abs/2403.04478v1,,,2024,,,"Recently, lung nodule detection methods based on deep learning have shown excellent performance in the medical image processing field. Considering that only a few public lung datasets are available and lung nodules are more difficult to detect in CT images than in natural images, the existing method",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-efa313e2,Lung-DETR: Deformable Detection Transformer for Sparse Lung Nodule Anomaly Detection,http://arxiv.org/abs/2409.05200v1,,,2024,,,"Accurate lung nodule detection for computed tomography (CT) scan imagery is challenging in real-world settings due to the sparse occurrence of nodules and similarity to other anatomical structures. In a typical positive case, nodules may appear in as few as 3% of CT slices, complicating detection. T",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-1db0e3da,YOLOv8-LSD:A Steel Surface Defect Detection Algorithm Based On YOLOv8,https://doi.org/10.1109/icicml63543.2024.10957993,,,2024,"2024 International Conference on Image Processing, Computer Vision and Machine Learning (ICICML)",,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-5845b5df,Comparative Analysis of Object Detection Algorithms for Surface Defect Detection,http://arxiv.org/abs/2510.21811v1,,,2025,,,"This article compares the performance of six prominent object detection algorithms, YOLOv11, RetinaNet, Fast R-CNN, YOLOv8, RT-DETR, and DETR, on the NEU-DET surface defect detection dataset, comprising images representing various metal surface defects, a crucial application in industrial quality co",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-8523d6a2,Steel surface defect detection based on improved YOLOv8 neural network,https://doi.org/10.25236/ajmc.2024.050317,,,2024,Academic Journal of Materials &amp; Chemistry,,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-94ba25ac,GCE-YOLOv5s Based Surface Defect Detection Algorithm for Strip Steel,https://doi.org/10.1109/cac59555.2023.10451921,,,2023,2023 China Automation Congress (CAC),,,aligned,direct,direct,missing,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-a573f771,NEU-DET,,,,,,,,off_topic,missing,missing,missing,missing,True,False,False,True,no axis token matches the topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-b25feaa1,Improved Steel Surface Defect Detection Algorithm Based on YOLOv8,https://doi.org/10.1109/access.2024.3429555,,,2024,IEEE Access,,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-ea4efe2c,DenseNet network-based surface defect detection algorithm for strip steel,https://doi.org/10.25236/ijfet.2022.041006,,,2022,International Journal of Frontiers in Engineering Technology,,,aligned,direct,direct,proxy,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-1db0e3da,YOLOv8-LSD:A Steel Surface Defect Detection Algorithm Based On YOLOv8,https://doi.org/10.1109/icicml63543.2024.10957993,,,2024,"2024 International Conference on Image Processing, Computer Vision and Machine Learning (ICICML)",,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-8523d6a2,Steel surface defect detection based on improved YOLOv8 neural network,https://doi.org/10.25236/ajmc.2024.050317,,,2024,Academic Journal of Materials &amp; Chemistry,,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-94ba25ac,GCE-YOLOv5s Based Surface Defect Detection Algorithm for Strip Steel,https://doi.org/10.1109/cac59555.2023.10451921,,,2023,2023 China Automation Congress (CAC),,,aligned,direct,direct,missing,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-b25feaa1,Improved Steel Surface Defect Detection Algorithm Based on YOLOv8,https://doi.org/10.1109/access.2024.3429555,,,2024,IEEE Access,,,aligned,direct,direct,direct,missing,True,False,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-ea4efe2c,DenseNet network-based surface defect detection algorithm for strip steel,https://doi.org/10.25236/ijfet.2022.041006,,,2022,International Journal of Frontiers in Engineering Technology,,,aligned,direct,direct,proxy,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-111936e4,End-to-End Object Detection with Transformers,,,,,,,,proxy,direct,missing,missing,missing,True,False,False,True,1 axis directly matches — partial fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-20ce9a1f,FCOS: Fully Convolutional One-Stage Object Detection,,,,,,,,proxy,direct,missing,missing,missing,True,False,False,True,1 axis directly matches — partial fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-33032f58,YOLOv10: Real-Time End-to-End Object Detection,,,,,,,,proxy,direct,missing,missing,missing,True,False,False,True,1 axis directly matches — partial fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-35189529,YOLOv4: Optimal Speed and Accuracy of Object Detection,,,,,,,,proxy,direct,missing,missing,missing,True,False,False,True,1 axis directly matches — partial fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-3a8f6ae2,Deformable DETR: Deformable Transformers for End-to-End Object Detection,,,,,,,,proxy,direct,missing,missing,missing,True,False,False,True,1 axis directly matches — partial fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-5845b5df,Comparative Analysis of Object Detection Algorithms for Surface Defect Detection,http://arxiv.org/abs/2510.21811v1,,,2025,,,"This article compares the performance of six prominent object detection algorithms, YOLOv11, RetinaNet, Fast R-CNN, YOLOv8, RT-DETR, and DETR, on the NEU-DET surface defect detection dataset, comprising images representing various metal surface defects, a crucial application in industrial quality co",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-61148d41,EfficientDet: Scalable and Efficient Object Detection,,,,,,,,proxy,direct,missing,missing,missing,True,False,False,True,1 axis directly matches — partial fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-76fba169,Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,,,,,,,,proxy,direct,missing,missing,missing,True,False,False,True,1 axis directly matches — partial fit,parallel
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-c196ea7e,Real-Time Industrial Defect Detection on Edge Hardware Using Fine-Tuned YOLOv8: A Systematic Benchmark on the NEU Surface Defect Database and MVTec AD with Automotive & Battery Manufacturing Extensions,http://arxiv.org/abs/2606.07659v1,,,2026,,,"Automated surface defect detection is critical for ensuring rigorous quality control in high-speed manufacturing environments. While deep learning models offer remarkable accuracy, deploying them on resource-constrained edge hardware without introducing significant latency remains a persistent chall",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,baseline,c-41dac2bb,DAMO-YOLO : A Report on Real-Time Object Detection Design,http://arxiv.org/abs/2211.15444v4,,,2022,,,"In this report, we present a fast and accurate object detection method dubbed DAMO-YOLO, which achieves higher performance than the state-of-the-art YOLO series. DAMO-YOLO is extended from YOLO with some new technologies, including Neural Architecture Search (NAS), efficient Reparameterized Generali",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,baseline
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,baseline,c-7ac8d9ee,MS-YOLO: Infrared Object Detection for Edge Deployment via MobileNetV4 and SlideLoss,http://arxiv.org/abs/2509.21696v1,,,2025,,,"Infrared imaging has emerged as a robust solution for urban object detection under low-light and adverse weather conditions, offering significant advantages over traditional visible-light cameras. However, challenges such as class imbalance, thermal noise, and computational constraints can significa",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,baseline
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,parallel,c-3e4adacf,YOLO-IOD: Towards Real Time Incremental Object Detection,http://arxiv.org/abs/2512.22973v2,,,2025,,,"Current methods for incremental object detection (IOD) primarily rely on Faster R-CNN or DETR series detectors; however, these approaches do not accommodate the real-time YOLO detection frameworks. In this paper, we first identify three primary types of knowledge conflicts that contribute to catastr",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,parallel
