case_id,case_title,source_batch,bucket,candidate_id,title,verification_status,topic_relation,recommended_action,matched_keywords,missing_keywords,reason,url,doi,year,venue,authors
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-04041be4,Based on the Improved YOLOv5 Lung Nodule Detection Method,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-16c5b4a5,Lung Nodule Detection Algorithm Based on Improved YOLOv5 Network Modeling,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-2fd1ed5a,Identification of lung nodules CT scan using YOLOv5 based on convolution neural network,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-5dba436f,LUNA16,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-ae8e7a91,An improved YOLOv5 network for lung nodule detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-bbdbbb1b,A Model for Lung Nodule Detection using a Hybrid Approach by Combining YOLOv5 and ResNet101 Pretrained Artificial Intell,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,core,c-e38c6c41,LIDC-IDRI,verified,,keep,,,1/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-04041be4,Based on the Improved YOLOv5 Lung Nodule Detection Method,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-16c5b4a5,Lung Nodule Detection Algorithm Based on Improved YOLOv5 Network Modeling,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-2fd1ed5a,Identification of lung nodules CT scan using YOLOv5 based on convolution neural network,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-ae8e7a91,An improved YOLOv5 network for lung nodule detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,baseline,c-bbdbbb1b,A Model for Lung Nodule Detection using a Hybrid Approach by Combining YOLOv5 and ResNet101 Pretrained Artificial Intell,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-003c3d83,Effective lung nodule detection using deep CNN with dual attention mechanisms,verified,,keep,,,2/4 axes directly match topic atoms,,,,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-5528fca9,Integrating Feature and Image Pyramid: A Lung Nodule Detector Learned in Curriculum Fashion,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2018,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-57796f15,YOLOv8-Based Framework for Accurate Lung CT Nodule Images Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-874f81a2,Lung Nodule-SSM: Self-Supervised Lung Nodule Detection and Classification in Thoracic CT Images,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-949b9f3d,MANet: Multi-branch attention auxiliary learning for lung nodule detection and segmentation,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-9ebd7cc5,Lung Nodules Detection and Segmentation Using 3D Mask-RCNN,verified,,keep,,,2/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-acbf18e3,Deep Learning Reconstruction Shows Better Lung Nodule Detection for Ultra-Low-Dose Chest CT.,verified,,keep,,,2/4 axes directly match topic atoms,,,,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-e97ef687,Improved Focus on Hard Samples for Lung Nodule Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-033,基于YOLOV5的肺结节检测算法研究,batch2,parallel,c-efa313e2,Lung-DETR: Deformable Detection Transformer for Sparse Lung Nodule Anomaly Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-1db0e3da,YOLOv8-LSD:A Steel Surface Defect Detection Algorithm Based On YOLOv8,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-5845b5df,Comparative Analysis of Object Detection Algorithms for Surface Defect Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-8523d6a2,Steel surface defect detection based on improved YOLOv8 neural network,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-94ba25ac,GCE-YOLOv5s Based Surface Defect Detection Algorithm for Strip Steel,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-a573f771,NEU-DET,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-b25feaa1,Improved Steel Surface Defect Detection Algorithm Based on YOLOv8,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,core,c-ea4efe2c,DenseNet network-based surface defect detection algorithm for strip steel,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-1db0e3da,YOLOv8-LSD:A Steel Surface Defect Detection Algorithm Based On YOLOv8,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-8523d6a2,Steel surface defect detection based on improved YOLOv8 neural network,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-94ba25ac,GCE-YOLOv5s Based Surface Defect Detection Algorithm for Strip Steel,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-b25feaa1,Improved Steel Surface Defect Detection Algorithm Based on YOLOv8,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,baseline,c-ea4efe2c,DenseNet network-based surface defect detection algorithm for strip steel,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-111936e4,End-to-End Object Detection with Transformers,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-20ce9a1f,FCOS: Fully Convolutional One-Stage Object Detection,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-33032f58,YOLOv10: Real-Time End-to-End Object Detection,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-35189529,YOLOv4: Optimal Speed and Accuracy of Object Detection,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-3a8f6ae2,Deformable DETR: Deformable Transformers for End-to-End Object Detection,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-5845b5df,Comparative Analysis of Object Detection Algorithms for Surface Defect Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-61148d41,EfficientDet: Scalable and Efficient Object Detection,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-76fba169,Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,r4,parallel,c-c196ea7e,Real-Time Industrial Defect Detection on Edge Hardware Using Fine-Tuned YOLOv8: A Systematic Benchmark on the NEU Surface Defect Database and MVTec AD with Automotive & Battery Manufacturing Extensions,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,baseline,c-41dac2bb,DAMO-YOLO : A Report on Real-Time Object Detection Design,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,baseline,c-7ac8d9ee,MS-YOLO: Infrared Object Detection for Edge Deployment via MobileNetV4 and SlideLoss,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,parallel,c-3e4adacf,YOLO-IOD: Towards Real Time Incremental Object Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,parallel,c-aedda4e0,"Poly-YOLO: higher speed, more precise detection and instance segmentation for YOLOv3",verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2020,,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,r4,parallel,c-f6dbaeba,YOLO-World: Real-Time Open-Vocabulary Object Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,core,c-0e7b4549,UAV-Det: A Deep Learning-Based Object Detection Algorithm for UAV Aerial Imagery,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,core,c-2274095e,"Review for ""OWRT-DETR: A Novel Real-Time Transformer Network for Small-Object Detection in Open-Water Search and Rescue ",verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,core,c-9ba53283,Yolodcc: Improved Yolov8 Combined with Dynamic Confidence Compensation For Lightweight Moving Object Detection,metadata_mismatch,,quarantine,,,title and abstract share <5% tokens — likely two different papers glued together (e.g. crossref metadata mismatch),,,2026,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,core,c-ad6b8271,YOLOv9 Algorithm Improvement for Small Object Detection in UAV Aerial Imagery,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,baseline,c-0e7b4549,UAV-Det: A Deep Learning-Based Object Detection Algorithm for UAV Aerial Imagery,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,baseline,c-2274095e,"Review for ""OWRT-DETR: A Novel Real-Time Transformer Network for Small-Object Detection in Open-Water Search and Rescue ",verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,baseline,c-ad6b8271,YOLOv9 Algorithm Improvement for Small Object Detection in UAV Aerial Imagery,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,parallel,c-81e21e40,SOD-YOLOv8 -- Enhancing YOLOv8 for Small Object Detection in Traffic Scenes,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,parallel,c-9ba53283,Yolodcc: Improved Yolov8 Combined with Dynamic Confidence Compensation For Lightweight Moving Object Detection,metadata_mismatch,,quarantine,,,title and abstract share <5% tokens — likely two different papers glued together (e.g. crossref metadata mismatch),,,2026,,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,batch2,parallel,c-fc1aaf04,Enhanced YOLOv8 for Underwater Object Detection in Dynamic Environment,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,core,c-41076e3a,YOLOv4: Optimal Speed and Accuracy of Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,core,c-cefd0c7e,YOLOv10: Real-Time End-to-End Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,core,c-f3a8b590,Alpaca-zip/ultralytics_ros,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,baseline,c-41076e3a,YOLOv4: Optimal Speed and Accuracy of Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,baseline,c-cefd0c7e,YOLOv10: Real-Time End-to-End Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,baseline,c-f3a8b590,Alpaca-zip/ultralytics_ros,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,parallel,c-0254574c,End-to-End Object Detection with Transformers,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,parallel,c-515b0476,Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,parallel,c-9ed476b1,Deformable DETR: Deformable Transformers for End-to-End Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,parallel,c-a48dfa72,EfficientDet: Scalable and Efficient Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,parallel,c-a4d05482,FCOS: Fully Convolutional One-Stage Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-046,基于视觉的机械臂的目标检测和避障路径规划研究与应用,r1,parallel,c-ce55ec19,MS-YOLO: Infrared Object Detection for Edge Deployment via MobileNetV4 and SlideLoss,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,r4,core,c-4c7686be,Visual SLAM and visual odometry with semantic-based filtering of dynamic objects,verified,,keep,,,2/4 axes directly match topic atoms,,,,,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,r4,baseline,c-41dc15fc,On combining visual SLAM and visual odometry,verified,,keep,,,2/4 axes directly match topic atoms,,,2010,,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,r4,baseline,c-a3d8365f,A rich bounty of AGN in the 9 square degree Bootes survey: high-z obscured AGN and large-scale structure,metadata_mismatch,,quarantine,,,title and abstract share <5% tokens — likely two different papers glued together (e.g. crossref metadata mismatch),,,2026,,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,r4,baseline,c-aec63858,ORB-based SLAM accelerator on SoC FPGA,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2022,,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,r4,parallel,c-1a03eece,ViPR: Visual-Odometry-aided Pose Regression for 6DoF Camera Localization,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2019,,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,r4,parallel,c-4c7686be,Visual SLAM and visual odometry with semantic-based filtering of dynamic objects,verified,,keep,,,2/4 axes directly match topic atoms,,,,,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,r4,parallel,c-67167a40,DF-VO: What Should Be Learnt for Visual Odometry?,verified,,keep,,,3/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,core,c-8c74231c,HSDF-Lane: Height-Aligned Signed Distance Field with Semantic Lane Prior for 3D Lane Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,core,c-9f158647,Learning Lightweight Lane Detection CNNs by Self Attention Distillation,verified,,keep,,,2/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,core,c-c7b021a9,3D Object Detection for Autonomous Driving: A Comprehensive Survey,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,core,c-dfa6fa1d,BEVDet: High-performance Multi-camera 3D Object Detection in Bird-Eye-View,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,baseline,c-9f158647,Learning Lightweight Lane Detection CNNs by Self Attention Distillation,verified,,keep,,,2/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,baseline,c-c7b021a9,3D Object Detection for Autonomous Driving: A Comprehensive Survey,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,baseline,c-dfa6fa1d,BEVDet: High-performance Multi-camera 3D Object Detection in Bird-Eye-View,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-4b7cb936,Agnostic Lane Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2019,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-5d6a9c1c,Real-time Stereo-based 3D Object Detection for Streaming Perception,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-63317f7d,RONELD: Robust Neural Network Output Enhancement for Active Lane Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-8c74231c,HSDF-Lane: Height-Aligned Signed Distance Field with Semantic Lane Prior for 3D Lane Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-996b3ad2,PVAFN: Point-Voxel Attention Fusion Network with Multi-Pooling Enhancing for 3D Object Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-a9c8fc86,Super Sparse 3D Object Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-be7d87f0,MonoCInIS: Camera Independent Monocular 3D Object Detection using Instance Segmentation,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2021,,
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,batch3,parallel,c-d0c70191,ENet-21: An Optimized light CNN Structure for Lane Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,core,c-1689e596,OpenMonoGS-SLAM: Monocular Gaussian Splatting SLAM with Open-set Semantics,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,core,c-3557ea96,DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,verified,,keep,,,2/4 axes directly match topic atoms,,,2018,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,core,c-4e374c72,Hier-SLAM: Scaling-up Semantics in SLAM with a Hierarchically Categorical Gaussian Splatting,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,core,c-b686c112,SLAM-Former: Putting SLAM into One Transformer,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,baseline,c-3557ea96,DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,verified,,keep,,,2/4 axes directly match topic atoms,,,2018,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,parallel,c-1689e596,OpenMonoGS-SLAM: Monocular Gaussian Splatting SLAM with Open-set Semantics,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,parallel,c-463e1d6f,VAR-SLAM: Visual Adaptive and Robust SLAM for Dynamic Environments,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,parallel,c-4e374c72,Hier-SLAM: Scaling-up Semantics in SLAM with a Hierarchically Categorical Gaussian Splatting,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,parallel,c-b686c112,SLAM-Former: Putting SLAM into One Transformer,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-051,基于深度学习的语义SLAM研究,r5,parallel,c-e31df83a,MLP-SLAM: Multilayer Perceptron-Based Simultaneous Localization and Mapping,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2024,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-0040d78d,A Comparative Study of VoxelNet and PointNet for 3D Object Detection in Car by Using KITTI Benchmark,verified,,keep,,,2/4 axes directly match topic atoms,,,2018,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-1e909eed,PointPillars: Fast Encoders for Object Detection From Point Clouds,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-247321a7,Super Sparse 3D Object Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-35f62851,AliAhmed36/VoteNet,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-3e448792,3D Object Detection Based on Improved Frustum PointNet,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-4e45cb3c,"High Dimensional Frustum PointNet for 3D Object Detection from Camera, LiDAR, and Radar",verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-6abcc520,MultiCorrupt: A Multi-Modal Robustness Dataset and Benchmark of LiDAR-Camera Fusion for 3D Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-7b9fd1e6,KITTI,verified,,keep,,,1/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-99441835,3D Object Detection for Autonomous Driving: A Comprehensive Survey,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2022,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-dc0ed05f,PVAFN: Point-Voxel Attention Fusion Network with Multi-Pooling Enhancing for 3D Object Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-e6562b26,Research on 3D Point Cloud Object Detection Method Based on PointNet Model,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,core,c-fc5750a5,Waymo Open Dataset,verified,,keep,,,1/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,baseline,c-0040d78d,A Comparative Study of VoxelNet and PointNet for 3D Object Detection in Car by Using KITTI Benchmark,verified,,keep,,,2/4 axes directly match topic atoms,,,2018,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,baseline,c-1e909eed,PointPillars: Fast Encoders for Object Detection From Point Clouds,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,baseline,c-35f62851,AliAhmed36/VoteNet,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,baseline,c-4e45cb3c,"High Dimensional Frustum PointNet for 3D Object Detection from Camera, LiDAR, and Radar",verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,baseline,c-f095419f,Attentional PointNet for 3D-Object Detection in Point Clouds,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2019,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,parallel,c-247321a7,Super Sparse 3D Object Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,parallel,c-3e448792,3D Object Detection Based on Improved Frustum PointNet,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,parallel,c-6abcc520,MultiCorrupt: A Multi-Modal Robustness Dataset and Benchmark of LiDAR-Camera Fusion for 3D Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,parallel,c-dc0ed05f,PVAFN: Point-Voxel Attention Fusion Network with Multi-Pooling Enhancing for 3D Object Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-058,基于深度学习的激光点云环境感知,r5,parallel,c-e6562b26,Research on 3D Point Cloud Object Detection Method Based on PointNet Model,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-0adcec08,Learning Lightweight Lane Detection CNNs by Self Attention Distillation,verified,,keep,,,3/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-401ed340,MrLee12138/lane_det,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
