case_id,case_title,bucket,candidate_id,title,source_run,url,doi,year,venue,verification_status,added_in_round,trace_path
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,reference,c-6be35cb7,Oriented object detection in optical remote sensing images using deep learning: a survey,re08,http://arxiv.org/abs/2302.10473v6,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-010.json
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,reference,c-7cad1e7a,Real-Time Traffic Sign Detection: A Case Study in a Santa Clara Suburban Neighborhood,re08,http://arxiv.org/abs/2310.09630v1,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-010.json
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,reference,c-971e726c,The Methanol Multibeam Survey,re08,http://arxiv.org/abs/1210.0979v1,,2012,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-010.json
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,reference,c-9f621b4e,CURE-TSR: Challenging Unreal and Real Environments for Traffic Sign Recognition,re08,http://arxiv.org/abs/1712.02463v2,,2017,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-010.json
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,reference,c-a81ccec4,AIn't Nothing But a Survey? Using Large Language Models for Coding German Open-Ended Survey Responses on Survey Motivation,re08,http://arxiv.org/abs/2506.14634v3,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-010.json
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,reference,c-d59b502a,Improved YOLOv5 network for real-time multi-scale traffic sign detection,re08,http://arxiv.org/abs/2112.08782v2,,2021,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-010.json
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,reference,c-db29dff4,Good Practices and A Strong Baseline for Traffic Anomaly Detection,re08,http://arxiv.org/abs/2105.03827v2,,2021,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-010.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W1988386267,Medical hyperspectral imaging: a review,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W2097946161,A Review of Recent Advances in Surface Defect Detection using Texture analysis Techniques,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W2608015370,DualGAN: Unsupervised Dual Learning for Image-to-Image Translation,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W2996357432,"Beyond solid-state lighting: Miniaturization, hybrid integration, and applications of GaN nano- and micro-LEDs",re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W2998291476,Automated Visual Defect Detection for Flat Steel Surface: A Survey,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W3120387510,Defect-GAN: High-Fidelity Defect Synthesis for Automated Defect Inspection,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W3162910509,Fabric Defect Detection in Textile Manufacturing: A Survey of the State of the Art,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,core,https://openalex.org/W3164104137,State of the Art in Defect Detection Based on Machine Vision,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,dataset,c-4313df1f,ImageNet,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,dataset,c-85d1e682,COCO,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-1b2a67c6,Sequential Attention GAN for Interactive Image Editing,re08,http://arxiv.org/abs/1812.08352v4,,2018,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-1c827030,Recurrent Topic-Transition GAN for Visual Paragraph Generation,re08,http://arxiv.org/abs/1703.07022v2,,2017,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-1d945be4,DeepInspect: An AI-Powered Defect Detection for Manufacturing Industries,re08,http://arxiv.org/abs/2311.03725v2,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-32bf4c75,Fabric defect detection method based on texture structure analysis,re08,https://doi.org/10.3724/sp.j.1087.2008.00647,,2008,Journal of Computer Applications,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-355ec514,DogLayout: Denoising Diffusion GAN for Discrete and Continuous Layout Generation,re08,http://arxiv.org/abs/2412.00381v1,,2024,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-5b75d402,AIn't Nothing But a Survey? Using Large Language Models for Coding German Open-Ended Survey Responses on Survey Motivation,re08,http://arxiv.org/abs/2506.14634v3,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-648a03ed,LSTM based texture classification and defect detection in a fabric,re08,https://doi.org/10.1016/j.measen.2022.100603,,2023,Measurement: Sensors,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-7078aec6,Fabric defect detection based on texture enhancement,re08,https://doi.org/10.1109/cisp.2012.6469799,,2012,2012 5th International Congress on Image and Signal Processing,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-7ab7d499,Data-Efficient GAN Training Beyond (Just) Augmentations: A Lottery Ticket Perspective,re08,http://arxiv.org/abs/2103.00397v3,,2021,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-9f4c84bb,A New Benchmark Dataset for Texture Image Analysis and Surface Defect Detection,re08,http://arxiv.org/abs/1906.11561v1,,2019,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-a0b4f7ea,A Dataset of Raw Fabric Grayscale Images for Defect Detection,re08,https://doi.org/10.20944/preprints202604.1335.v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-bf282ea0,SCPAT-GAN: Structural Constrained and Pathology Aware Convolutional Transformer-GAN for Virtual Histology Staining of Human Coronary OCT images,re08,http://arxiv.org/abs/2307.12138v1,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-cda1574e,Fabric defect detection based on adaptive LBP and SVM,re08,https://doi.org/10.3724/sp.j.1087.2010.01597,,2010,Journal of Computer Applications,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-d1f9645f,Texture-based Fabric Defect Detection Method,re08,https://doi.org/10.1109/icemce60359.2023.10490814,,2023,"2023 7th International Conference on Electrical, Mechanical and Computer Engineering (ICEMCE)",,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-d5cc706d,Automated Fabric Defect Inspection: A Survey of Classifiers,re08,http://arxiv.org/abs/1405.6177v1,,2014,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-d7122b60,DCSFPSS assisted morphological approach for grey twill fabric defect detection and defect area measurement for fabric grading,re08,http://arxiv.org/abs/astro-ph/0611654v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-f0600e2f,Road Surface Defect Detection -- From Image-based to Non-image-based: A Survey,re08,http://arxiv.org/abs/2402.04297v1,,2024,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-f614d7ef,TransferD2: Automated Defect Detection Approach in Smart Manufacturing using Transfer Learning Techniques,re08,http://arxiv.org/abs/2302.13317v1,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-f7921a15,Oriented object detection in optical remote sensing images using deep learning: a survey,re08,http://arxiv.org/abs/2302.10473v6,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,reference,c-fb418d32,The Methanol Multibeam Survey,re08,http://arxiv.org/abs/1210.0979v1,,2012,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-014.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,alkzar90/NIH-Chest-X-ray-dataset,alkzar90/NIH-Chest-X-ray-dataset,re09,https://huggingface.co/datasets/alkzar90/NIH-Chest-X-ray-dataset,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,google-research-datasets/paws-x,google-research-datasets/paws-x,re09,https://huggingface.co/datasets/google-research-datasets/paws-x,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W1539796472,[20] Processing of X-ray diffraction data collected in oscillation mode,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W2044591029,Semiempirical GGA‐type density functional constructed with a long‐range dispersion correction,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W2114291507,Benchmarking Heterogeneous Electrocatalysts for the Oxygen Evolution Reaction,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W2137015675,Clustal W and Clustal X version 2.0,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W2611650229,ChestX-Ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W2799524357,MEGA X: Molecular Evolutionary Genetics Analysis across Computing Platforms,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W3013601031,Covid-19: automatic detection from X-ray images utilizing transfer learning with convolutional neural networks,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W3017855299,Automated detection of COVID-19 cases using deep neural networks with X-ray images,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,https://openalex.org/W3105081694,COVID-Net: a tailored deep convolutional neural network design for detection of COVID-19 cases from chest X-ray images,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,core,polytechXhf/onepiece-x-jojo-dataset,polytechXhf/onepiece-x-jojo-dataset,re09,https://huggingface.co/datasets/polytechXhf/onepiece-x-jojo-dataset,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-000b0a98,GPT-4V(ision) as A Social Media Analysis Engine,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-4a7d71ad,GPT-4V(ision) System Card,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-4b86c255,GPT-4V(ision) is a Human-Aligned Evaluator for Text-to-3D Generation,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-7b4706ce,Death-ision: the link between cellular resilience and cancer resistance to treatments,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-8976c6b5,The Dawn of LMMs: Preliminary Explorations with GPT-4V(ision),re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-8bfb8892,"GPT-4V(ision) is a Generalist Web Agent, if Grounded",re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-b4ec7948,Unveiling the clinical incapabilities: a benchmarking study of GPT-4V(ision) for ophthalmic multimodal image analysis,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,parallel,c-c7709815,Holistic Analysis of Hallucination in GPT-4V(ision): Bias and Interference Challenges,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-1d3d2775,Recovering 3D Human Mesh from Monocular Images: A Survey,re08,http://arxiv.org/abs/2203.01923v6,,2022,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-226b38c6,Advances in Feed-Forward 3D Reconstruction and View Synthesis: A Survey,re08,http://arxiv.org/abs/2507.14501v5,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-510ae629,"R3eVision: A Survey on Robust Rendering, Restoration, and Enhancement for 3D Low-Level Vision",re08,http://arxiv.org/abs/2506.16262v2,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-a4d21937,Vision Mamba: A Comprehensive Survey and Taxonomy,re08,http://arxiv.org/abs/2405.04404v1,,2024,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-aa382f03,Research on Personnel Location Technology in Key Areas Based on ZigBee,re08,https://doi.org/10.12677/ojcs.2021.101001,,2021,Open Journal of Circuits and Systems,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-b616e6a7,VLP: A Survey on Vision-Language Pre-training,re08,http://arxiv.org/abs/2202.09061v4,,2022,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-c60ce0a6,Advances in Global Solvers for 3D Vision,re08,http://arxiv.org/abs/2602.14662v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-e9e7e897,A rich bounty of AGN in the 9 square degree Bootes survey: high-z obscured AGN and large-scale structure,re08,http://arxiv.org/abs/astro-ph/0611654v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,reference,c-f56e6c3b,The Evolution of First Person Vision Methods: A Survey,re08,http://arxiv.org/abs/1409.1484v3,,2014,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-015.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,repo,c-4db34ea6,maazmb/LEP-Hybrid-Visual-Odometry,re08,https://github.com/maazmb/LEP-Hybrid-Visual-Odometry,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,repo,c-51a1fea9,rllab-snu/RNR-Map,re08,https://github.com/rllab-snu/RNR-Map,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,repo,c-5b222255,mlab-upenn/ISP2021-visual_slam,re08,https://github.com/mlab-upenn/ISP2021-visual_slam,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,repo,c-5f39b232,Rich-King395/ORB-SLAM3-with-dense-pointcloud-reconstruction,re08,https://github.com/Rich-King395/ORB-SLAM3-with-dense-pointcloud-reconstruction,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,repo,c-e3a00498,lznhello/slambook-en,re08,https://github.com/lznhello/slambook-en,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,repo,c-e9de8699,sta105/VIORB,re08,https://github.com/sta105/VIORB,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-047f5743,MLP-SLAM: Multilayer Perceptron-Based Simultaneous Localization and Mapping,re08,http://arxiv.org/abs/2410.10669v2,,2024,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-052845f3,VAR-SLAM: Visual Adaptive and Robust SLAM for Dynamic Environments,re08,http://arxiv.org/abs/2510.16205v1,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-06ecb20b,DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,re08,http://arxiv.org/abs/1809.08379v2,,2018,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-092aa3d7,Deep learning observables in computational fluid dynamics,re08,http://arxiv.org/abs/1903.03040v2,,2019,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-124e3d23,A rich bounty of AGN in the 9 square degree Bootes survey: high-z obscured AGN and large-scale structure,re08,http://arxiv.org/abs/astro-ph/0611654v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-197487aa,LIFT-SLAM,re08,https://doi.org/10.47749/t/unicamp.2020.1129339,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-2466f868,DILIE: Deep Internal Learning for Image Enhancement,re08,http://arxiv.org/abs/2012.06469v1,,2020,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-2961148d,Deep Learning and Computational Physics (Lecture Notes),re08,http://arxiv.org/abs/2301.00942v1,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-3a6c481f,Self-supervised Learning of Contextualized Local Visual Embeddings,re08,http://arxiv.org/abs/2310.00527v3,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-4a5345d4,14 Lectures on Visual SLAM: from Theory to Practice,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-574dfd86,"OKVIS2-X: Open Keyframe-based Visual-Inertial SLAM Configurable with Dense Depth or LiDAR, and GNSS",re08,http://arxiv.org/abs/2510.04612v1,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-68b1d797,Robot Path Planning based on Visual SLAM,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-7cf2ced8,A multitask deep learning model for real-time deployment in embedded systems,re08,http://arxiv.org/abs/1711.00146v1,,2017,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-7f510f66,Learn to Accumulate Evidence from All Training Samples: Theory and Practice,re08,http://arxiv.org/abs/2306.11113v2,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-8fbe00bf,Overview of Visual SLAM Technology: From Traditional to Deep Learning Methods,re08,https://doi.org/10.23977/acss.2023.071011,,2023,"Advances in Computer, Signals and Systems",,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-9a6aaeab,DynoSAM: Open-Source Smoothing and Mapping Framework for Dynamic SLAM,re08,http://arxiv.org/abs/2501.11893v3,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-c0fa93e7,The Modern Mathematics of Deep Learning,re08,http://arxiv.org/abs/2105.04026v2,,2021,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-c9e504dc,PL-VINS: Real-Time Monocular Visual-Inertial SLAM with Point and Line Features,re08,http://arxiv.org/abs/2009.07462v3,,2020,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-cd8db1f9,Renderable Neural Radiance Map for Visual Navigation‬,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-d4e24945,DBLD-SLAM: A Deep-Learning Visual SLAM System Based on Deep Binary Local Descriptor,re08,https://doi.org/10.1109/iccais52680.2021.9624536,,2021,"2021 International Conference on Control, Automation and Information Sciences (ICCAIS)",,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,reference,c-d7b6839b,ViSTA-SLAM: Visual SLAM with Symmetric Two-view Association,re08,http://arxiv.org/abs/2509.01584v2,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-016.json
